T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
215013, -139, 827, -214, -35770, 415380, -313040
215033, -129, 734, -187, -27930, 415100, -299670
215053, -114, 662, -179, -49420, 413140, -278320
215073, -108, 632, -181, -76300, 418950, -241640
215093, -107, 682, -200, -100940, 435750, -186620
215113, -123, 783, -233, -130830, 460670, -115080
215133, -138, 842, -252, -176540, 485660, -38150
215153, -149, 887, -261, -230860, 495460, 11970
215173, -153, 959, -268, -265650, 477120, 1330
215193, -145, 1114, -284, -262150, 433650, -69650
215213, -131, 1289, -317, -246190, 382340, -159810
215233, -120, 1410, -365, -270620, 344050, -214900
215253, -120, 1430, -406, -343140, 330400, -214690
215273, -134, 1403, -408, -391230, 334670, -194250
215293, -158, 1419, -369, -341810, 336560, -207760
215313, -157, 1431, -331, -229180, 318080, -270760
215333, -130, 1368, -319, -168000, 280210, -344540
215353, -109, 1245, -328, -198030, 248010, -377720
215373, -108, 1106, -319, -234290, 246470, -356510
215393, -121, 992, -278, -196070, 272090, -306460
215413, -131, 892, -217, -99820, 298760, -262360
215433, -125, 817, -176, -19040, 302820, -242550
215453, -108, 758, -162, 1330, 282030, -240870
215473, -90, 726, -171, -27370, 253330, -235900
215493, -79, 733, -192, -68810, 236460, -206570
215513, -86, 774, -214, -96110, 241850, -143150
215533, -107, 832, -221, -104160, 266770, -50470
215553, -132, 905, -223, -105770, 296310, 49350
215573, -144, 972, -225, -118790, 308840, 122430
215593, -138, 1058, -246, -149380, 288120, 140630
215613, -120, 1181, -300, -186620, 236390, 103670
215633, -115, 1343, -355, -216650, 180390, 54950
215653, -133, 1434, -384, -239190, 153510, 54530
215673, -159, 1443, -381, -263480, 162960, 120540
215693, -162, 1420, -364, -291130, 176680, 197820
215713, -142, 1412, -358, -302820, 154630, 207130
215733, -115, 1373, -355, -255220, 37800, 65450
215753, -109, 1297, -348, -248430, 18480, 68460
215773, -120, 1173, -315, -253960, 28350, 132440
215793, -128, 1037, -270, -242130, 32480, 185570
215813, -124, 920, -228, -199570, 7700, 177450
215833, -108, 821, -197, -140630, -40950, 118090
215853, -94, 759, -184, -89810, -91210, 55300
215873, -83, 708, -178, -55090, -124390, 26880
215893, -78, 670, -174, -24920, -136430, 36890
215913, -84, 669, -173, 15470, -135450, 64470
215933, -100, 724, -177, 70420, -135520, 80710
215953, -125, 824, -185, 130060, -152110, 60270
215973, -141, 927, -205, 169540, -195930, -5810
215993, -140, 1038, -253, 167650, -260190, -95620
216013, -130, 1141, -313, 137900, -315490, -162190
216033, -128, 1230, -344, 125020, -335650, -173390
216053, -149, 1336, -337, 150290, -326620, -145460
216073, -182, 1433, -330, 169470, -325780, -130690
